Temperature,Cp,S,H
100.0,33.30883810019604,152.2448071602757,3.2884378698587735
200.0,33.37130541944643,175.37193834737545,6.625153097236836
300.0,33.59093924691338,188.93176206487132,9.970136248606144
400.0,34.185919115792515,198.66817470052504,13.355989882036429
500.0,35.1033604520476,206.3898288934112,16.81809077145635
600.0,36.261689414818704,212.88931335324196,20.384697056024613
700.0,37.5731541789755,218.57616730578815,24.075534975754373
800.0,38.94812782040373,223.68291442236128,27.90144555541942
900.0,40.296280895475434,228.34888534844703,31.864266832522794
1000.0,41.526979809618354,232.65964523581886,35.956786748484326
1100.0,41.526979809618354,232.65964523581886,35.956786748484326
1200.0,43.166290801475824,236.6969097254381,40.261102673343466
1300.0,44.546501391375195,240.51361524493865,44.71564036439818
1400.0,45.74097323704368,244.1274595659604,49.298425139305415
1500.0,46.79785834923073,247.55664373449338,53.993451920177485
1600.0,47.74982796338949,250.81835377634883,58.78869674954885
1700.0,48.61968703353241,253.9282174639058,63.67487398785523
1800.0,49.42374911873555,256.90019331352755,68.64463214709671
1900.0,50.1739373877828,259.74664524267416,73.6920177799462
2000.0,50.87913304435595,262.47848889978087,78.81210866703458
2100.0,51.546064202760526,265.10535705266693,84.00075704804989
2200.0,52.17990586461423,267.6357604849069,89.25440621537987
2300.0,52.78469352920407,270.07723476057487,94.5699571276701
2400.0,53.36361377659255,272.4364698435557,99.94466981984517
2500.0,53.91921193515776,274.7194226232918,105.37608946062473
2600.0,54.453542810445455,276.93141371365397,110.86199015623544
2700.0,54.96828164260361,279.0772103510669,116.40033172249721
2800.0,55.46480684875636,281.1610972706921,121.9892260631127
2900.0,55.944262461779154,283.18693731088285,127.62691075260868
3000.0,56.40760576601746,285.1582232988019,133.311728084876
3100.0,56.85564400909787,287.0781225588074,139.04210831200143
3200.0,57.28906296174435,288.94951518515705,144.8165561271967
3300.0,57.70844933061308,290.77502704193614,150.63363968217834
3400.0,58.114308490963424,292.5570582985921,156.49198160138727
3500.0,58.50707862364398,294.29780817824695,162.3902515819346
3600.0,58.88714206614372,295.99929648575,168.32716026212836
3700.0,59.25483448793672,297.6633823904558,174.30145411191182
3800.0,59.610452353993345,299.29178086219275,180.31191115188
3900.0,59.954259031961975,300.88607709534017,186.35733734824055
4000.0,60.28648981757382,302.447739203146,192.43656356239634
4100.0,60.607356091846285,303.97812942054566,198.54844295809013
4200.0,60.91704877736828,305.47851401722505,204.69184878799237
4300.0,61.215741225544285,306.9500720922148,210.86567249648965
4400.0,61.50359163940273,308.39390339585094,217.06882208720145
4500.0,61.78074511542792,309.81103530361617,223.30022071310717
4600.0,62.04733537137371,311.20242904845895,229.55880545465735
4700.0,62.30348621406299,312.5689853031193,235.8435262572604
4800.0,62.549312790949045,313.91154919123875,242.15334500441074
4900.0,62.78492266109424,315.2309147952702,248.48723470667446
5000.0,63.01041671474191,316.5278292200324,254.8441787899843
5100.0,63.225889965458286,317.8029962629811,261.22317046933813
5200.0,63.431432234634,319.0570797356073,267.62321219618025
5300.0,63.62712874474229,320.29070647469354,274.0433151695469
5400.0,63.81306063499399,321.50446907727405,280.4824989025529
5500.0,63.98930541077753,322.69892838895237,286.9397908370474
5600.0,64.15593733642586,323.8746157716078,293.4142260003065
5700.0,64.31302777933301,325.03203517340063,299.90484669850866
5800.0,64.46064551218687,326.1716650212725,306.4107022424771
5900.0,64.5988569790453,327.2939599537923,312.9308487017917
6000.0,64.72772653011495,328.3993524101487,319.4643486839083
6100.0,64.84731662937125,329.4882540893071,326.01027113536543
6200.0,64.95768803855111,330.5610572917919,332.56769116254355
6300.0,65.05889998054205,331.6181361551859,339.1356898697715
6400.0,65.15101028476339,332.65984779324515,345.7133542128513
6500.0,65.23407551677194,333.6865333474714,352.2997768663137
6600.0,65.30815109401931,334.6985189590561,358.89405610292886
6700.0,65.37329138942593,335.6961166682954,365.4952956841684
6800.0,65.42954982421591,336.6796252478465,372.1026047604797
6900.0,65.47697895126639,337.6493309755592,378.71509778035676
7000.0,65.51563053006329,338.6055083520432,385.3318944073195
7100.0,65.54555559421571,339.5484207676324,391.95211944400864
7200.0,65.56680451236146,340.47832112294975,398.5749027626953
7300.0,65.57942704319265,341.3954524068838,405.1993792415814
7400.0,65.58347238524173,342.3000482354214,411.82468870633545
7500.0,65.57898922198997,343.19233335446745,418.4499758763686
7600.0,65.56602576279437,344.0725241094928,425.0743903154096
7700.0,65.54462978006995,344.94082888459235,431.69708638598
7800.0,65.51484864311426,345.7974485133092,438.3172232074185
7900.0,65.47672934891563,346.64257666336715,444.93396461713286
8000.0,65.43031855024948,347.4764001972724,451.54647913479556
8100.0,65.37566258133148,348.2990995105705,458.1539399292246
8200.0,65.31280748126767,349.1108488493969,464.7555247877168
8300.0,65.24179901551499,349.9118166088207,471.35041608762646
8400.0,65.1626826955431,350.7021656133536,477.93780076999707
8500.0,65.07550379686741,351.48205338088655,484.5168703150777
8600.0,64.98030737560588,352.2516323712131,491.08682071956696
8700.0,64.8771382836961,353.0110502202018,497.6468524754445
8800.0,64.76604118289515,353.7604499606038,504.1961705502626
8900.0,64.64706055767226,354.4999702303918,510.7339843687824
9000.0,64.52024072709303,355.22974546947097,517.2595077958459
9100.0,64.38562585578462,355.94990610552486,523.7719591203928
9200.0,64.2432599640622,356.66057872971106,530.2705610405282
9300.0,64.09318693728905,357.36188626286065,536.7545406495663
9400.0,63.9354505345359,358.05394811279166,543.2231294229739
9500.0,63.770094396599056,358.7368803232978,549.6755632061464
9600.0,63.59716205343072,359.41079571533663,556.1110822029574
9700.0,63.416696931030444,360.0758040208988,562.5289309650224
9800.0,63.228742357841725,360.73201201001035,568.9283583816283
9900.0,63.03334157069423,361.3795236112855,575.308617670277
10000.0,62.830537720327875,362.0184400264157,581.6689663678056
