Temperature,Cp,S,H
300.0,29.452428509987907,205.2171520590691,8.734476963683502
400.0,30.160529597250314,213.78172208043563,11.713266705072842
500.0,31.04217014844994,220.60422644399242,14.772356779018368
600.0,32.002905314700484,226.3482978528342,17.92433453370292
700.0,32.95131203514614,231.35352624317545,21.17252601597614
800.0,33.7968844010989,235.81040316985582,24.511168786029454
900.0,34.449460121621236,239.83111316182791,27.925469522287685
1000.0,34.81902567269423,243.48273035898922,31.39162706336571
1100.0,34.81902567269423,243.48273035898922,31.39162706336571
1200.0,35.24796811379025,246.82194595112566,34.9950144976756
1300.0,35.62486070368356,249.9053939971062,38.638539754347114
1400.0,35.96466007559736,252.7705321270561,42.317800438759946
1500.0,36.27715795332161,255.4473818256841,46.02960984086646
1600.0,36.56897438583347,257.9603020100452,49.771589537977945
1700.0,36.84470803521286,260.3292882115418,53.54191477150581
1800.0,37.107627617627685,262.57093195517564,57.33914969073547
1900.0,37.360102353578384,264.6991370285949,61.16213751534217
2000.0,37.603878230948695,266.7256606592131,65.0099253834282
2100.0,37.84026011634686,268.66052731998116,68.88171174514885
2200.0,38.070234677305244,270.5123488243697,72.77680878673111
2300.0,38.2945551220641,272.2885746690581,76.69461510248699
2400.0,38.5138007337423,273.99568985936446,80.63459549586729
2500.0,38.72841941690843,275.63937275513524,84.59626583025137
2600.0,38.938758578650614,277.22462216032727,88.57918151554787
2700.0,39.14508786134631,278.75586051569724,92.58292865173344
2800.0,39.3476160947786,280.23701834981364,96.60711714049401
2900.0,39.54650408848586,281.67160390177503,100.65137527294313
3000.0,39.741874391286466,283.06276091465156,104.71534543712235
3100.0,39.93381881273201,284.4133169186907,108.79868068400194
3200.0,40.122404274393595,285.7258238127989,112.90104195812633
3300.0,40.307677401765346,287.00259216602774,117.02209584751361
3400.0,40.48966815730359,288.24572036522113,121.16151274266433
3500.0,40.668392736788526,289.45711950725126,125.31896532045097
3600.0,40.84385589490816,290.6385347574567,129.49412728791202
3700.0,41.01605282508728,291.79156375759806,133.68667233541387
3800.0,41.18497068859888,292.91767255770685,137.8962732595703
3900.0,41.35058986579317,294.018209459839,142.1226012246479
4000.0,41.512884985693844,295.0944170928258,146.36532513760204
4100.0,41.6718257777189,296.1474429818038,150.62411111685716
4200.0,41.82737777979841,297.17834883164676,154.89862203882623
4300.0,41.9795029299082,298.18811870718844,159.18851714921382
4400.0,42.128160062450654,299.1776662635516,163.49345172855527
4500.0,42.27330532658177,300.1478411556633,167.81307680336462
4600.0,42.4148925402027,301.0994347360661,172.14703889579604
4700.0,42.552873490679964,302.03318513361694,176.49497980595788
4800.0,42.687198191263214,302.9497817919357,180.85653642201675
4900.0,42.817815100505555,303.8498695350096,185.2313405540383
5000.0,42.94467131066381,304.73405221776545,189.61901878817437
5100.0,43.067712709991234,305.6028960113571,194.01919235834723
5200.0,43.186884122977,306.45693236609725,198.43147703303046
5300.0,43.30212943189198,307.2966606892086,202.8554830150925
5400.0,43.41339168243515,308.12255076966255,207.2908148529799
5500.0,43.5206131758142,308.935044978202,211.73707136176836
5600.0,43.62373554921491,309.7345602670698,216.19384555282625
5700.0,43.72269984630314,310.5214899909132,220.66072457101504
5800.0,43.817446579145795,311.29620556768714,225.13728963849903
5900.0,43.90791578272403,312.0590579961206,229.62311600436905
6000.0,43.994047063034344,312.81037924434156,234.11777289938817
6100.0,44.07577963962539,313.55048352255403,238.6208234952634
6200.0,44.153052383294124,314.2796684511826,243.13182486792346
6300.0,44.22580384956065,314.99821613460995,247.65032796435
6400.0,44.29397230845368,315.7063941495119,252.17587757256825
6500.0,44.35749577106396,316.404456455801,256.70801229445016
6600.0,44.416312013260374,317.0926442373366,261.24626452102916
6700.0,44.47035859691006,317.77118667879324,265.7901604100582
6800.0,44.51957288889821,318.4403016844126,270.3392198655777
6900.0,44.56389207820462,319.10019654377675,274.8929565192866
7000.0,44.60325319126039,319.75106854921523,279.45087771353315
7100.0,44.63759310578027,320.39310556899943,284.0124844857632
7200.0,44.66684856324079,321.0264865800673,288.5772715542837
7300.0,44.69095618015386,321.65138216365676,293.14472730521163
7400.0,44.709852458266845,322.26795496690227,297.714333780496
7500.0,44.72347379380429,322.8763601331585,302.28556666691134
7600.0,44.73175648585296,323.4767457035607,306.8578952859311
7700.0,44.73463674397972,324.06925299209263,311.43078258440073
7800.0,44.73205069516138,324.65401693623517,316.00368512593803
7900.0,44.723934390096716,325.2311664250751,320.5760530829942
8000.0,44.71022380896272,325.80082460659,325.1473302295186
8100.0,44.69085486667042,326.36310917567505,329.71695393417303
