Temperature,Cp,S,H
8200.0,44.66576341766927,326.9181326443411,334.2843551540491
8300.0,44.63488526034399,327.46600259539093,338.84895842884504
8400.0,44.59815614104281,328.0068219207715,343.4101818754635
8500.0,44.55551175777202,328.5406890456982,347.9674371829956
8600.0,44.50688776358819,329.06769813955884,352.52012960805837
8700.0,44.45221976971574,329.58793931452135,357.067657970458
8800.0,44.391443348415216,330.10149881269365,361.60941464915203
8900.0,44.32449403562477,330.6084591826216,366.14478557848685
9000.0,44.251307333394905,331.10889944584164,370.67315024468854
9100.0,44.171818712135064,331.6028952541551,375.1938816825887
9200.0,44.085963612688275,332.0905190382367,379.7063464725646
9300.0,43.99367744824885,332.57184014814266,384.20990473767984
9400.0,43.89489560613657,333.0469249862449,388.7039101410099
9500.0,43.78955344943923,333.5158371330731,393.18770988313725
9600.0,43.677586318535184,333.9786374665151,397.66064469980563
9700.0,43.55892953250508,334.43538427479166,402.1220488597201
9800.0,43.43351839044249,334.8861333635913,406.5712501624842
9900.0,43.30128817267125,335.33093815772304,411.0075699366624
10000.0,43.16217414187733,335.7698497976221,415.4303230379606
